country,date,sector,value20,value21,,country,date,sector,value20a,valuie21a,,,country,date,sector,value20b,value21b,,,country,date,sector,value20c,value21c,,country,date,sector,value20d,value21d
EU27 & UK,3/4/2020,Power,3.06605,2.92788,,EU27 & UK,3/4/2020,Industry,2.35176,2.23065,,,EU27 & UK,3/4/2020,Domestic Aviation,0.0426309,0.0192823,,,EU27 & UK,3/4/2020,International Aviation,0.400696,0.145525,,EU27 & UK,3/4/2020,Residential,2.53321,2.76916
India,3/4/2020,Power,3.44928,4.04357,,India,3/4/2020,Industry,1.77089,2.22779,,,India,3/4/2020,Domestic Aviation,0.0215053,0.0174101,,,India,3/4/2020,International Aviation,0.0329004,0.0174165,,India,3/4/2020,Residential,0.39403,0.382502
ROW,3/4/2020,Power,10.4563,9.82914,,ROW,3/4/2020,Industry,9.85028,9.88492,,,ROW,3/4/2020,Domestic Aviation,0.190994,0.132135,,,ROW,3/4/2020,International Aviation,0.637024,0.319167,,ROW,3/4/2020,Residential,3.46494,3.64996
Russia,3/4/2020,Power,2.55935,2.43062,,Russia,3/4/2020,Industry,0.858018,0.822053,,,Russia,3/4/2020,Domestic Aviation,0.037471,0.0420967,,,Russia,3/4/2020,International Aviation,0.0296787,0.0127049,,Russia,3/4/2020,Residential,0.587596,0.773802
United States,3/4/2020,Power,3.38729,3.80857,,United States,3/4/2020,Industry,2.72217,2.72354,,,United States,3/4/2020,Domestic Aviation,0.516366,0.419733,,,United States,3/4/2020,International Aviation,0.188443,0.129628,,United States,3/4/2020,Residential,1.89024,2.70913
WORLD,3/4/2020,Power,35.4701,39.5316,,WORLD,3/4/2020,Industry,28.6692,32.075,,,WORLD,3/4/2020,Domestic Aviation,0.931049,0.860441,,,WORLD,3/4/2020,International Aviation,1.36936,0.688981,,WORLD,3/4/2020,Residential,12.6379,13.5477
Brazil,3/5/2020,Power,0.104503,0.192492,,Brazil,3/5/2020,Industry,0.218791,0.291754,,,Brazil,3/5/2020,Domestic Aviation,0.0311768,0.0213834,,,Brazil,3/5/2020,International Aviation,0.0179001,0.00620283,,Brazil,3/5/2020,Residential,0.0984519,0.0984519
China,3/5/2020,Power,10.4565,14.9883,,China,3/5/2020,Industry,9.69353,13.1882,,,China,3/5/2020,Domestic Aviation,0.0661103,0.186799,,,China,3/5/2020,International Aviation,0.0186111,0.0287281,,China,3/5/2020,Residential,2.89655,3.20745
EU27 & UK,3/5/2020,Power,2.92143,2.30391,,EU27 & UK,3/5/2020,Industry,2.24083,1.75527,,,EU27 & UK,3/5/2020,Domestic Aviation,0.0423284,0.0112663,,,EU27 & UK,3/5/2020,International Aviation,0.418462,0.141318,,EU27 & UK,3/5/2020,Residential,2.49472,2.93819
India,3/5/2020,Power,3.3709,3.94363,,India,3/5/2020,Industry,1.73066,2.17273,,,India,3/5/2020,Domestic Aviation,0.0215449,0.0167333,,,India,3/5/2020,International Aviation,0.0325193,0.0167054,,India,3/5/2020,Residential,0.430395,0.366985
ROW,3/5/2020,Power,10.448,9.21123,,ROW,3/5/2020,Industry,9.75127,9.28454,,,ROW,3/5/2020,Domestic Aviation,0.193958,0.106456,,,ROW,3/5/2020,International Aviation,0.639237,0.325432,,ROW,3/5/2020,Residential,3.43402,3.75874
Russia,3/5/2020,Power,2.54342,2.40185,,Russia,3/5/2020,Industry,0.852675,0.812321,,,Russia,3/5/2020,Domestic Aviation,0.0391224,0.0412271,,,Russia,3/5/2020,International Aviation,0.0295504,0.0129066,,Russia,3/5/2020,Residential,0.607525,0.827617
United States,3/5/2020,Power,3.28396,3.57675,,United States,3/5/2020,Industry,2.66192,2.72519,,,United States,3/5/2020,Domestic Aviation,0.538629,0.376261,,,United States,3/5/2020,International Aviation,0.200569,0.140745,,United States,3/5/2020,Residential,2.09574,2.69814
WORLD,3/5/2020,Power,34.7045,37.914,,WORLD,3/5/2020,Industry,28.012,30.9758,,,WORLD,3/5/2020,Domestic Aviation,0.956886,0.772036,,,WORLD,3/5/2020,International Aviation,1.39928,0.696882,,WORLD,3/5/2020,Residential,12.6184,14.3433
Brazil,3/6/2020,Power,0.102037,0.186161,,Brazil,3/6/2020,Industry,0.213628,0.282158,,,Brazil,3/6/2020,Domestic Aviation,0.0316042,0.01748,,,Brazil,3/6/2020,International Aviation,0.0176137,0.0065169,,Brazil,3/6/2020,Residential,0.0984519,0.0984519
China,3/6/2020,Power,10.9792,14.8663,,China,3/6/2020,Industry,10.1781,13.0809,,,China,3/6/2020,Domestic Aviation,0.0706419,0.192409,,,China,3/6/2020,International Aviation,0.0210972,0.0340981,,China,3/6/2020,Residential,2.60656,3.07377
EU27 & UK,3/6/2020,Power,2.58007,2.2044,,EU27 & UK,3/6/2020,Industry,1.97899,1.67945,,,EU27 & UK,3/6/2020,Domestic Aviation,0.0439671,0.0153193,,,EU27 & UK,3/6/2020,International Aviation,0.443801,0.139547,,EU27 & UK,3/6/2020,Residential,2.51789,2.89598
India,3/6/2020,Power,3.23576,3.84368,,India,3/6/2020,Industry,1.66128,2.11767,,,India,3/6/2020,Domestic Aviation,0.0217276,0.0164278,,,India,3/6/2020,International Aviation,0.0337643,0.0184123,,India,3/6/2020,Residential,0.650625,0.370043
ROW,3/6/2020,Power,10.4058,8.94394,,ROW,3/6/2020,Industry,9.70993,9.22,,,ROW,3/6/2020,Domestic Aviation,0.1959,0.115885,,,ROW,3/6/2020,International Aviation,0.657269,0.323342,,ROW,3/6/2020,Residential,3.43413,3.69835
Russia,3/6/2020,Power,2.50528,2.32872,,Russia,3/6/2020,Industry,0.83989,0.787589,,,Russia,3/6/2020,Domestic Aviation,0.0432484,0.0389528,,,Russia,3/6/2020,International Aviation,0.0300588,0.0119758,,Russia,3/6/2020,Residential,0.634542,0.844733
United States,3/6/2020,Power,3.44078,3.26498,,United States,3/6/2020,Industry,2.79282,2.56026,,,United States,3/6/2020,Domestic Aviation,0.542589,0.365864,,,United States,3/6/2020,International Aviation,0.211203,0.127232,,United States,3/6/2020,Residential,2.29748,2.74348
WORLD,3/6/2020,Power,34.7743,36.9755,,WORLD,3/6/2020,Industry,28.2094,30.4976,,,WORLD,3/6/2020,Domestic Aviation,0.975349,0.774783,,,WORLD,3/6/2020,International Aviation,1.45751,0.683563,,WORLD,3/6/2020,Residential,12.7679,14.2512
Brazil,3/7/2020,Power,0.130821,0.231491,,Brazil,3/7/2020,Industry,0.27389,0.350863,,,Brazil,3/7/2020,Domestic Aviation,0.0293329,0.0217686,,,Brazil,3/7/2020,International Aviation,0.0183183,0.00666208,,Brazil,3/7/2020,Residential,0.0984519,0.0984519
China,3/7/2020,Power,10.6986,14.9286,,China,3/7/2020,Industry,9.91795,13.1357,,,China,3/7/2020,Domestic Aviation,0.0620213,0.190022,,,China,3/7/2020,International Aviation,0.0215818,0.0241076,,China,3/7/2020,Residential,2.41367,2.79767
EU27 & UK,3/7/2020,Power,2.04563,3.08367,,EU27 & UK,3/7/2020,Industry,1.56907,2.34934,,,EU27 & UK,3/7/2020,Domestic Aviation,0.0290509,0.0171219,,,EU27 & UK,3/7/2020,International Aviation,0.44195,0.127876,,EU27 & UK,3/7/2020,Residential,2.41937,2.83862
India,3/7/2020,Power,3.376,3.98167,,India,3/7/2020,Industry,1.73327,2.19369,,,India,3/7/2020,Domestic Aviation,0.0216162,0.017226,,,India,3/7/2020,International Aviation,0.032694,0.0136371,,India,3/7/2020,Residential,0.60713,0.376915
ROW,3/7/2020,Power,9.64743,9.75711,,ROW,3/7/2020,Industry,9.12175,10.1799,,,ROW,3/7/2020,Domestic Aviation,0.166852,0.129752,,,ROW,3/7/2020,International Aviation,0.673652,0.278647,,ROW,3/7/2020,Residential,3.60107,3.60075
Russia,3/7/2020,Power,2.5378,2.30288,,Russia,3/7/2020,Industry,0.850793,0.77885,,,Russia,3/7/2020,Domestic Aviation,0.0390675,0.0399245,,,Russia,3/7/2020,International Aviation,0.0328732,0.0104576,,Russia,3/7/2020,Residential,0.601903,0.823528
United States,3/7/2020,Power,2.94855,3.48682,,United States,3/7/2020,Industry,2.5487,2.59704,,,United States,3/7/2020,Domestic Aviation,0.483814,0.387595,,,United States,3/7/2020,International Aviation,0.216541,0.137415,,United States,3/7/2020,Residential,2.45832,2.42445
WORLD,3/7/2020,Power,32.8155,39.4087,,WORLD,3/7/2020,Industry,26.7984,32.5271,,,WORLD,3/7/2020,Domestic Aviation,0.856797,0.816051,,,WORLD,3/7/2020,International Aviation,1.4806,0.617446,,WORLD,3/7/2020,Residential,12.6703,13.4902
Brazil,3/8/2020,Power,0.136779,0.239029,,Brazil,3/8/2020,Industry,0.286364,0.362288,,,Brazil,3/8/2020,Domestic Aviation,0.0269085,0.0204993,,,Brazil,3/8/2020,International Aviation,0.0179851,0.00674126,,Brazil,3/8/2020,Residential,0.0984519,0.0984519
China,3/8/2020,Power,10.4868,15.0376,,China,3/8/2020,Industry,9.72158,13.2316,,,China,3/8/2020,Domestic Aviation,0.068129,0.190007,,,China,3/8/2020,International Aviation,0.0205568,0.0286163,,China,3/8/2020,Residential,2.40987,2.6283
EU27 & UK,3/8/2020,Power,1.56713,3.19065,,EU27 & UK,3/8/2020,Industry,1.20204,2.43085,,,EU27 & UK,3/8/2020,Domestic Aviation,0.0357448,0.0141921,,,EU27 & UK,3/8/2020,International Aviation,0.44855,0.10973,,EU27 & UK,3/8/2020,Residential,2.29491,2.8144
India,3/8/2020,Power,3.27287,4.09578,,India,3/8/2020,Industry,1.68032,2.25656,,,India,3/8/2020,Domestic Aviation,0.0210708,0.0156666,,,India,3/8/2020,International Aviation,0.0336202,0.0141468,,India,3/8/2020,Residential,0.445431,0.365369
ROW,3/8/2020,Power,9.15532,9.80235,,ROW,3/8/2020,Industry,8.73789,9.98954,,,ROW,3/8/2020,Domestic Aviation,0.174904,0.124439,,,ROW,3/8/2020,International Aviation,0.679549,0.280923,,ROW,3/8/2020,Residential,3.44936,3.38363
Russia,3/8/2020,Power,2.45376,2.48859,,Russia,3/8/2020,Industry,0.822618,0.84166,,,Russia,3/8/2020,Domestic Aviation,0.038316,0.0383903,,,Russia,3/8/2020,International Aviation,0.0311074,0.0101897,,Russia,3/8/2020,Residential,0.568339,0.91512
United States,3/8/2020,Power,2.66929,3.24347,,United States,3/8/2020,Industry,2.4317,2.50946,,,United States,3/8/2020,Domestic Aviation,0.487655,0.378992,,,United States,3/8/2020,International Aviation,0.21679,0.113018,,United States,3/8/2020,Residential,2.10261,1.85155
WORLD,3/8/2020,Power,31.1295,39.6996,,WORLD,3/8/2020,Industry,25.6418,32.5439,,,WORLD,3/8/2020,Domestic Aviation,0.877839,0.794799,,,WORLD,3/8/2020,International Aviation,1.49119,0.584459,,WORLD,3/8/2020,Residential,11.8348,12.5032
Brazil,3/9/2020,Power,0.142121,0.24048,,Brazil,3/9/2020,Industry,0.297549,0.364488,,,Brazil,3/9/2020,Domestic Aviation,0.0316736,0.0205104,,,Brazil,3/9/2020,International Aviation,0.0189165,0.00670967,,Brazil,3/9/2020,Residential,0.0984519,0.0984519
China,3/9/2020,Power,11.1195,14.9753,,China,3/9/2020,Industry,10.3081,13.1768,,,China,3/9/2020,Domestic Aviation,0.0633754,0.191227,,,China,3/9/2020,International Aviation,0.0180911,0.033296,,China,3/9/2020,Residential,2.72922,2.486
EU27 & UK,3/9/2020,Power,2.47108,2.66279,,EU27 & UK,3/9/2020,Industry,1.8954,2.02868,,,EU27 & UK,3/9/2020,Domestic Aviation,0.0410442,0.0152513,,,EU27 & UK,3/9/2020,International Aviation,0.415019,0.12249,,EU27 & UK,3/9/2020,Residential,2.33524,2.65078
India,3/9/2020,Power,3.25276,4.13773,,India,3/9/2020,Industry,1.67,2.27967,,,India,3/9/2020,Domestic Aviation,0.0211212,0.0170805,,,India,3/9/2020,International Aviation,0.0277603,0.0174382,,India,3/9/2020,Residential,0.421464,0.364608
ROW,3/9/2020,Power,9.72112,9.82082,,ROW,3/9/2020,Industry,9.42493,10.2026,,,ROW,3/9/2020,Domestic Aviation,0.192575,0.128216,,,ROW,3/9/2020,International Aviation,0.607443,0.294752,,ROW,3/9/2020,Residential,3.25647,3.37346
Russia,3/9/2020,Power,2.45099,2.56738,,Russia,3/9/2020,Industry,0.821691,0.868305,,,Russia,3/9/2020,Domestic Aviation,0.0409334,0.0363387,,,Russia,3/9/2020,International Aviation,0.0281039,0.0103768,,Russia,3/9/2020,Residential,0.540325,0.990895
United States,3/9/2020,Power,3.19507,3.12647,,United States,3/9/2020,Industry,2.70217,2.48764,,,United States,3/9/2020,Domestic Aviation,0.500583,0.378418,,,United States,3/9/2020,International Aviation,0.209032,0.120639,,United States,3/9/2020,Residential,1.57725,1.68482
WORLD,3/9/2020,Power,33.77,38.9752,,WORLD,3/9/2020,Industry,27.8955,32.2393,,,WORLD,3/9/2020,Domestic Aviation,0.915483,0.799867,,,WORLD,3/9/2020,International Aviation,1.36058,0.629632,,WORLD,3/9/2020,Residential,11.2563,12.1146
Brazil,3/10/2020,Power,0.139102,0.236885,,Brazil,3/10/2020,Industry,0.291228,0.359039,,,Brazil,3/10/2020,Domestic Aviation,0.0313828,0.0204417,,,Brazil,3/10/2020,International Aviation,0.0172405,0.00514995,,Brazil,3/10/2020,Residential,0.0984519,0.0984519
China,3/10/2020,Power,11.0287,15.0064,,China,3/10/2020,Industry,10.224,13.2042,,,China,3/10/2020,Domestic Aviation,0.0634389,0.192299,,,China,3/10/2020,International Aviation,0.0190902,0.0315898,,China,3/10/2020,Residential,2.80135,2.47166
EU27 & UK,3/10/2020,Power,2.12221,1.8229,,EU27 & UK,3/10/2020,Industry,1.6278,1.38881,,,EU27 & UK,3/10/2020,Domestic Aviation,0.0371475,0.01649,,,EU27 & UK,3/10/2020,International Aviation,0.370414,0.128821,,EU27 & UK,3/10/2020,Residential,2.073,2.3065
India,3/10/2020,Power,2.85914,4.11459,,India,3/10/2020,Industry,1.46791,2.26692,,,India,3/10/2020,Domestic Aviation,0.0205489,0.0163457,,,India,3/10/2020,International Aviation,0.0283419,0.0176819,,India,3/10/2020,Residential,0.397645,0.3709
ROW,3/10/2020,Power,10.1092,10.001,,ROW,3/10/2020,Industry,9.54463,10.1327,,,ROW,3/10/2020,Domestic Aviation,0.189173,0.131007,,,ROW,3/10/2020,International Aviation,0.573811,0.313152,,ROW,3/10/2020,Residential,3.34507,3.22094
Russia,3/10/2020,Power,2.47219,2.59863,,Russia,3/10/2020,Industry,0.828795,0.878874,,,Russia,3/10/2020,Domestic Aviation,0.0392649,0.0367134,,,Russia,3/10/2020,International Aviation,0.0283786,0.0115106,,Russia,3/10/2020,Residential,0.535035,0.98316
United States,3/10/2020,Power,3.49462,3.38999,,United States,3/10/2020,Industry,2.87037,2.66693,,,United States,3/10/2020,Domestic Aviation,0.521466,0.415841,,,United States,3/10/2020,International Aviation,0.194934,0.136655,,United States,3/10/2020,Residential,1.55971,1.5677
WORLD,3/10/2020,Power,33.7473,38.6431,,WORLD,3/10/2020,Industry,27.6877,31.7449,,,WORLD,3/10/2020,Domestic Aviation,0.926233,0.841835,,,WORLD,3/10/2020,International Aviation,1.26876,0.670123,,WORLD,3/10/2020,Residential,11.1162,11.4348
Brazil,3/11/2020,Power,0.160718,0.245861,,Brazil,3/11/2020,Industry,0.336484,0.372643,,,Brazil,3/11/2020,Domestic Aviation,0.0310133,0.0209077,,,Brazil,3/11/2020,International Aviation,0.0172236,0.00757212,,Brazil,3/11/2020,Residential,0.0984519,0.0984519
China,3/11/2020,Power,10.9269,14.7885,,China,3/11/2020,Industry,10.1296,13.0125,,,China,3/11/2020,Domestic Aviation,0.0681522,0.196074,,,China,3/11/2020,International Aviation,0.0208845,0.0321097,,China,3/11/2020,Residential,2.46245,2.39216
EU27 & UK,3/11/2020,Power,2.12184,1.75239,,EU27 & UK,3/11/2020,Industry,1.62752,1.33509,,,EU27 & UK,3/11/2020,Domestic Aviation,0.0373293,0.0196124,,,EU27 & UK,3/11/2020,International Aviation,0.360837,0.145128,,EU27 & UK,3/11/2020,Residential,1.76349,2.3307
India,3/11/2020,Power,3.21584,3.95684,,India,3/11/2020,Industry,1.65105,2.18001,,,India,3/11/2020,Domestic Aviation,0.0218557,0.0170049,,,India,3/11/2020,International Aviation,0.0308343,0.0176559,,India,3/11/2020,Residential,0.425903,0.387153
ROW,3/11/2020,Power,10.0049,9.84925,,ROW,3/11/2020,Industry,9.53651,9.94496,,,ROW,3/11/2020,Domestic Aviation,0.191389,0.135084,,,ROW,3/11/2020,International Aviation,0.582214,0.32217,,ROW,3/11/2020,Residential,3.17229,3.63938
Russia,3/11/2020,Power,2.43112,2.5699,,Russia,3/11/2020,Industry,0.815028,0.869158,,,Russia,3/11/2020,Domestic Aviation,0.0383589,0.0395215,,,Russia,3/11/2020,International Aviation,0.0267201,0.0125707,,Russia,3/11/2020,Residential,0.52286,0.919201
United States,3/11/2020,Power,3.4733,3.46616,,United States,3/11/2020,Industry,2.83852,2.66057,,,United States,3/11/2020,Domestic Aviation,0.529875,0.448052,,,United States,3/11/2020,International Aviation,0.187252,0.138185,,United States,3/11/2020,Residential,1.76295,1.68964
WORLD,3/11/2020,Power,33.6117,38.216,,WORLD,3/11/2020,Industry,27.6336,31.2882,,,WORLD,3/11/2020,Domestic Aviation,0.942208,0.893186,,,WORLD,3/11/2020,International Aviation,1.26281,0.699123,,WORLD,3/11/2020,Residential,10.6349,11.8328
Brazil,3/12/2020,Power,0.16938,0.244805,,Brazil,3/12/2020,Industry,0.354618,0.371043,,,Brazil,3/12/2020,Domestic Aviation,0.0319555,0.0184108,,,Brazil,3/12/2020,International Aviation,0.0177983,0.00702411,,Brazil,3/12/2020,Residential,0.0984519,0.0984519
China,3/12/2020,Power,10.7756,14.254,,China,3/12/2020,Industry,9.98936,12.5422,,,China,3/12/2020,Domestic Aviation,0.0638233,0.190784,,,China,3/12/2020,International Aviation,0.0197849,0.0308584,,China,3/12/2020,Residential,2.48596,2.26468
EU27 & UK,3/12/2020,Power,1.88457,1.41277,,EU27 & UK,3/12/2020,Industry,1.44553,1.07634,,,EU27 & UK,3/12/2020,Domestic Aviation,0.0367385,0.0104035,,,EU27 & UK,3/12/2020,International Aviation,0.376499,0.140263,,EU27 & UK,3/12/2020,Residential,1.88774,2.32068
India,3/12/2020,Power,3.21584,3.84718,,India,3/12/2020,Industry,1.65105,2.1196,,,India,3/12/2020,Domestic Aviation,0.021702,0.0163473,,,India,3/12/2020,International Aviation,0.0302654,0.0169427,,India,3/12/2020,Residential,0.409252,0.367444
ROW,3/12/2020,Power,10.121,9.20913,,ROW,3/12/2020,Industry,9.50766,9.34228,,,ROW,3/12/2020,Domestic Aviation,0.192877,0.109521,,,ROW,3/12/2020,International Aviation,0.580605,0.331547,,ROW,3/12/2020,Residential,2.88975,4.14059
Russia,3/12/2020,Power,2.40679,2.49841,,Russia,3/12/2020,Industry,0.806872,0.84498,,,Russia,3/12/2020,Domestic Aviation,0.0400741,0.0379555,,,Russia,3/12/2020,International Aviation,0.0275482,0.0126604,,Russia,3/12/2020,Residential,0.516949,0.826888
United States,3/12/2020,Power,3.33397,3.08868,,United States,3/12/2020,Industry,2.73931,2.4613,,,United States,3/12/2020,Domestic Aviation,0.552004,0.410754,,,United States,3/12/2020,International Aviation,0.197875,0.142953,,United States,3/12/2020,Residential,1.71376,2.06196
WORLD,3/12/2020,Power,33.2286,35.9368,,WORLD,3/12/2020,Industry,27.2175,29.5529,,,WORLD,3/12/2020,Domestic Aviation,0.962274,0.810813,,,WORLD,3/12/2020,International Aviation,1.28714,0.70608,,WORLD,3/12/2020,Residential,10.4448,12.5134
Brazil,3/13/2020,Power,0.199,0.200769,,Brazil,3/13/2020,Industry,0.416632,0.3043,,,Brazil,3/13/2020,Domestic Aviation,0.0323508,0.0145414,,,Brazil,3/13/2020,International Aviation,0.0180897,0.00712248,,Brazil,3/13/2020,Residential,0.0984519,0.0984519
China,3/13/2020,Power,10.9544,14.1762,,China,3/13/2020,Industry,10.1551,12.4737,,,China,3/13/2020,Domestic Aviation,0.0682696,0.196738,,,China,3/13/2020,International Aviation,0.0216471,0.0331138,,China,3/13/2020,Residential,2.73057,2.0208
EU27 & UK,3/13/2020,Power,2.11714,1.34904,,EU27 & UK,3/13/2020,Industry,1.62391,1.02779,,,EU27 & UK,3/13/2020,Domestic Aviation,0.0383418,0.0153099,,,EU27 & UK,3/13/2020,International Aviation,0.40293,0.137872,,EU27 & UK,3/13/2020,Residential,2.18026,2.43343
India,3/13/2020,Power,3.29208,3.82419,,India,3/13/2020,Industry,1.69019,2.10693,,,India,3/13/2020,Domestic Aviation,0.0219101,0.0164271,,,India,3/13/2020,International Aviation,0.0289393,0.0184956,,India,3/13/2020,Residential,0.429249,0.364882
ROW,3/13/2020,Power,10.0337,8.81484,,ROW,3/13/2020,Industry,9.53893,9.09464,,,ROW,3/13/2020,Domestic Aviation,0.191476,0.120339,,,ROW,3/13/2020,International Aviation,0.611215,0.336178,,ROW,3/13/2020,Residential,2.86973,3.97503
Russia,3/13/2020,Power,2.43152,2.37861,,Russia,3/13/2020,Industry,0.815161,0.804461,,,Russia,3/13/2020,Domestic Aviation,0.0415827,0.0406754,,,Russia,3/13/2020,International Aviation,0.0264843,0.0133752,,Russia,3/13/2020,Residential,0.52684,0.748864
United States,3/13/2020,Power,3.31954,2.68679,,United States,3/13/2020,Industry,2.7521,2.34225,,,United States,3/13/2020,Domestic Aviation,0.553799,0.388496,,,United States,3/13/2020,International Aviation,0.211593,0.132404,,United States,3/13/2020,Residential,1.66612,2.05651
WORLD,3/13/2020,Power,33.713,34.602,,WORLD,3/13/2020,Industry,27.7393,28.8283,,,WORLD,3/13/2020,Domestic Aviation,0.970385,0.809105,,,WORLD,3/13/2020,International Aviation,1.35758,0.70279,,WORLD,3/13/2020,Residential,10.8932,12.1283
Brazil,3/14/2020,Power,0.187936,0.220582,,Brazil,3/14/2020,Industry,0.393467,0.334329,,,Brazil,3/14/2020,Domestic Aviation,0.0299296,0.0181162,,,Brazil,3/14/2020,International Aviation,0.0184941,0.00617593,,Brazil,3/14/2020,Residential,0.0984519,0.0984519
China,3/14/2020,Power,10.6848,14.0984,,China,3/14/2020,Industry,9.9052,12.4052,,,China,3/14/2020,Domestic Aviation,0.0667124,0.18801,,,China,3/14/2020,International Aviation,0.0231604,0.0268441,,China,3/14/2020,Residential,2.53487,2.05121
EU27 & UK,3/14/2020,Power,1.95017,2.10248,,EU27 & UK,3/14/2020,Industry,1.49585,1.60181,,,EU27 & UK,3/14/2020,Domestic Aviation,0.0227925,0.0173242,,,EU27 & UK,3/14/2020,International Aviation,0.376634,0.128969,,EU27 & UK,3/14/2020,Residential,2.36515,2.45086
India,3/14/2020,Power,3.26069,3.99064,,India,3/14/2020,Industry,1.67407,2.19863,,,India,3/14/2020,Domestic Aviation,0.0216899,0.0171197,,,India,3/14/2020,International Aviation,0.0284175,0.0149702,,India,3/14/2020,Residential,0.520573,0.356302
ROW,3/14/2020,Power,9.54468,9.408,,ROW,3/14/2020,Industry,9.07767,9.5961,,,ROW,3/14/2020,Domestic Aviation,0.161521,0.13335,,,ROW,3/14/2020,International Aviation,0.626401,0.283021,,ROW,3/14/2020,Residential,2.87114,3.60583
Russia,3/14/2020,Power,2.40003,2.41401,,Russia,3/14/2020,Industry,0.804604,0.816436,,,Russia,3/14/2020,Domestic Aviation,0.0373019,0.0384615,,,Russia,3/14/2020,International Aviation,0.0285707,0.0108174,,Russia,3/14/2020,Residential,0.569823,0.700564
